"Description","Value","Replicate.Name","Area.Value","Area.with.QC","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.Name","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
NA,NA,"171030_Smp_IT0_1",0,NA,162.055,0,0,2008,"Indole 3 carboxylic acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT0_2",0,NA,162.055,0,0,2008,"Indole 3 carboxylic acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IT0_3",3562,NA,162.055,5.103,0.151844,2008,"Indole 3 carboxylic acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IT05um_1",1140,NA,162.055,5.233,0.1752651,2008,"Indole 3 carboxylic acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IT05um_2",1307,NA,162.055,5.16,0.1479142,2008,"Indole 3 carboxylic acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IT05um_3",947,NA,162.055,5.196,0.1465487,2008,"Indole 3 carboxylic acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Std_250nMStdinAqMatrix_1",470565,470565,162.055,5.126,27.8665,2008,"Indole 3 carboxylic acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinAqMatrix_2",3583846,3583846,162.055,5.137,277.8899,2008,"Indole 3 carboxylic acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_1",567445,567445,162.055,5.129,32.72956,2008,"Indole 3 carboxylic acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Std_250nMStdinH2O_2",5593197,5593197,162.055,5.14,370.4051,2008,"Indole 3 carboxylic acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Blk_ProcessBlk_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Blk_ProcessBlk_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Blk_ProcessBlk_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_Sept29QC_1",3068,NA,206.081,4.434,0.5262307,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Poo_Sept29QC_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_dda4",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Full4",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Half1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Half2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Half3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Poo_TruePooInc1_Half4",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_DSW700m_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_DSW700m_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_DSW700m_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control_3",1543,NA,206.081,4.587,0.2632318,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1Control5um_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1Control5um_2",1811,NA,206.081,4.447,0.3078668,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1Control5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB5um_1",2489,NA,206.081,4.45,0.4312372,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DMB5um_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMB5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMBnoBT_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMBnoBT_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMBnoBT5um_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMBnoBT5um_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DMBnoBT5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW5um_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1DSW5um_2",3376,NA,206.081,4.511,0.2962287,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1DSW5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT5um_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT5um_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1noBT5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT5um_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IL1WBT5um_2",2496,NA,206.081,4.444,0.2585172,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171013_Smp_IL1WBT5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT0_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT0_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT0_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT05um_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT05um_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Smp_IT05um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171013_Std_250nMStdinAqMatrix_1",942614,942614,206.081,4.504,84.86814,3704,"Indole 3 Lactic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinAqMatrix_2",1645495,1645495,206.081,4.507,95.65446,3704,"Indole 3 Lactic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinH2O_1",1622982,1622982,206.081,4.503,46.51222,3704,"Indole 3 Lactic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171013_Std_250nMStdinH2O_2",2709239,2709239,206.081,4.507,157.6469,3704,"Indole 3 Lactic Acid","std",NA,NA,NA,NA,NA
NA,NA,"171030_Blk_ProcessBlk_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Blk_ProcessBlk_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","blk","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Blk_ProcessBlk_3",1036,NA,206.081,4.453,0.1689,3704,"Indole 3 Lactic Acid","blk","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_Sept29QC_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_Sept29QC_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_dda4",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Full1",1113,NA,206.081,4.477,0.1847751,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Full2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Full3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Full4",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Half1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Half2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Poo_TruePooInc2_Half3",1080,NA,206.081,4.493,0.1772744,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Poo_TruePooInc2_Half4",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","poo","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_DSW700m_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_DSW700m_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_DSW700m_3",901,NA,206.081,4.545,0.146265,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2Control_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2Control_2",1336,NA,206.081,4.475,0.2227945,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2Control_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2Control5um_1",1040,NA,206.081,4.443,0.1708222,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2Control5um_2",1313,NA,206.081,4.442,0.2171415,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2Control5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB5um_1",2494,NA,206.081,4.486,0.2992847,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMB5um_1.2nd.Inj",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB5um_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMB5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMBnoBT_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMBnoBT_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMBnoBT_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMBnoBT5um_1",2304,NA,206.081,4.454,0.1979012,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag",NA,NA,"SN.Flag, Area.Min.Flag, "
NA,NA,"171030_Smp_IL2DMBnoBT5um_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DMBnoBT5um_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW_1",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW_2",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
NA,NA,"171030_Smp_IL2DSW_3",0,NA,206.081,0,0,3704,"Indole 3 Lactic Acid","smp","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","SN.Flag, Area.Min.Flag, RT.Flag, Blank.Flag"
